Codigo do IBGE,UF,Nome da cidade
3509700,SP,CAMPOS DO JORDAO
3111606,MG,CAMPOS GERAIS
1703842,TO,CAMPOS LINDOS
4203600,SC,CAMPOS NOVOS
3509809,SP,CAMPOS NOVOS PAULISTA
2302701,CE,CAMPOS SALES
5204953,GO,CAMPOS VERDES
2603603,PE,CAMUTANGA
3111903,MG,CANA VERDE
3111705,MG,CANAA
1502152,PA,CANAA DOS CARAJAS
3509908,SP,CANANEIA
2701605,AL,CANAPI
2906105,BA,CANAPOLIS
3111804,MG,CANAPOLIS
2906204,BA,CANARANA
5102702,MT,CANARANA
3509957,SP,CANAS
2906303,BA,CANAVIEIRAS
2906402,BA,CANDEAL
3112000,MG,CANDEIAS
1100809,RO,CANDEIAS DO JAMARI
4304200,RS,CANDELARIA
2906600,BA,CANDIBA
4104402,PR,CANDIDO DE ABREU
4304309,RS,CANDIDO GODOI
2102606,MA,CANDIDO MENDES
3510005,SP,CANDIDO MOTA
2906709,BA,CANDIDO SALES
4304358,RS,CANDIOTA
4104428,PR,CANDOI
4304408,RS,CANELA
4203709,SC,CANELINHA
2402204,RN,CANGUARETAMA
4304507,RS,CANGUCU
2801108,SE,CANHOBA
2603702,PE,CANHOTINHO
2302800,CE,CANINDE
3510153,SP,CANITAR
4304606,RS,CANOAS
2906808,BA,CANSANCAO
1400175,RR,CANTA
4104451,PR,CANTAGALO
3301108,RJ,CANTAGALO
2102705,MA,CANTANHEDE
2202307,PI,CANTO DO BURITI
2906824,BA,CANUDOS
4304614,RS,CANUDOS DO VALE
1300904,AM,CANUTAMA
1502202,PA,CAPANEMA
4104501,PR,CAPANEMA
4203253,SC,CAPAO ALTO
3510203,SP,CAPAO BONITO
4304655,RS,CAPAO DO CIPO
4304663,RS,CAPAO DO LEAO
3112109,MG,CAPARAO
2701704,AL,CAPELA
2801306,SE,CAPELA
4304689,RS,CAPELA DE SANTANA
3510302,SP,CAPELA DO ALTO
2906857,BA,CAPELA DO ALTO ALEGRE
3112208,MG,CAPELA NOVA
3112307,MG,CAPELINHA
3112406,MG,CAPETINGA
2504033,PB,CAPIM
3112505,MG,CAPIM BRANCO
2906873,BA,CAPIM GROSSO
4203907,SC,CAPINZAL
2302909,CE,CAPISTRANO
4304697,RS,CAPITAO
3112653,MG,CAPITAO ANDRADE
2202406,PI,CAPITAO DE CAMPOS
3112703,MG,CAPITAO ENEAS
2202455,PI,CAPITAO GERVASIO OLIVEIRA
1502301,PA,CAPITAO POCO
3112802,MG,CAPITOLIO
3510401,SP,CAPIVARI
4203956,SC,CAPIVARI DE BAIXO
4304671,RS,CAPIVARI DO SUL
1200179,AC,CAPIXABA
2603801,PE,CAPOEIRAS
3112901,MG,CAPUTIRA
4304713,RS,CARAA
5002803,MS,CARACOL
2202505,PI,CARACOL
3510500,SP,CARAGUATATUBA
3113008,MG,CARAI
2906899,BA,CARAIBAS
4104659,PR,CARAMBEI
3113107,MG,CARANAIBA
3113206,MG,CARANDAI
3113305,MG,CARANGOLA
3300936,RJ,CARAPEBUS
3113404,MG,CARATINGA
1301001,AM,CARAUARI
2402303,RN,CARAUBAS
2202539,PI,CARAUBAS DO PIAUI
2906907,BA,CARAVELAS
4304705,RS,CARAZINHO
3113503,MG,CARBONITA
2907004,BA,CARDEAL DA SILVA
3510708,SP,CARDOSO
3113602,MG,CAREACU
1301100,AM,CAREIRO
1301159,AM,CAREIRO DA VARZEA
3201308,ES,CARIACICA
2303006,CE,CARIDADE
2907103,BA,CARINHANHA
2801405,SE,CARIRA
2303105,CE,CARIRE
1703867,TO,CARIRI DO TOCANTINS
2303204,CE,CARIRIACU
2303303,CE,CARIUS
5102793,MT,CARLINDA
4104709,PR,CARLOPOLIS
3113701,MG,CARLOS CHAGAS
4304853,RS,CARLOS GOMES
3113800,MG,CARMESIA
3301207,RJ,CARMO
3114105,MG,CARMO DE MINAS
3114204,MG,CARMO DO CAJURU
3114303,MG,CARMO DO PARANAIBA
3114402,MG,CARMO DO RIO CLARO
5205000,GO,CARMO DO RIO VERDE
1703883,TO,CARMOLANDIA
2801504,SE,CARMOPOLIS
3114501,MG,CARMOPOLIS DE MINAS
2603900,PE,CARNAIBA
2402501,RN,CARNAUBAIS
2303402,CE,CARNAUBAL
3114550,MG,CARNEIRINHO
2701803,AL,CARNEIROS
1400233,RR,CAROEBE
2102804,MA,CAROLINA
2604007,PE,CARPINA
3114600,MG,CARRANCAS
2504108,PB,CARRAPATEIRA
1703891,TO,CARRASCO BONITO
2604106,PE,CARUARU
2102903,MA,CARUTAPERA
3114808,MG,CARVALHOS
3510807,SP,CASA BRANCA
3114907,MG,CASA GRANDE
2907202,BA,CASA NOVA
4304903,RS,CASCA
2303501,CE,CASCAVEL
4104808,PR,CASCAVEL
1703909,TO,CASEARA
4304952,RS,CASEIROS
3301306,RJ,CASIMIRO DE ABREU
2604155,PE,CASINHAS
2504157,PB,CASSERENGUE
3115102,MG,CASSIA
5002902,MS,CASSILANDIA
1502400,PA,CASTANHAL
5102850,MT,CASTANHEIRA
1100908,RO,CASTANHEIRAS
5205059,GO,CASTELANDIA
3201407,ES,CASTELO
3511003,SP,CASTILHO
4104907,PR,CASTRO
2907301,BA,CASTRO ALVES
3115300,MG,CATAGUASES
5205109,GO,CATALAO
3511102,SP,CATANDUVA
4105003,PR,CATANDUVAS
4204004,SC,CATANDUVAS
2303600,CE,CATARINA
2604205,PE,CATENDE
3511201,SP,CATIGUA
2504207,PB,CATINGUEIRA
2907400,BA,CATOLANDIA
2907509,BA,CATU
4305009,RS,CATUIPE
3115458,MG,CATUJI
2303659,CE,CATUNDA
2907558,BA,CATURAMA
2504355,PB,CATURITE
3115474,MG,CATUTI
2303709,CE,CAUCAIA
5205307,GO,CAVALCANTE
3115508,MG,CAXAMBU
2103000,MA,CAXIAS
4305108,RS,CAXIAS DO SUL
2202653,PI,CAXINGO
2402600,RN,CEARA-MIRIM
2103109,MA,CEDRAL
3511300,SP,CEDRAL
2303808,CE,CEDRO
2604304,PE,CEDRO
2801603,SE,CEDRO DE SAO JOAO
3115607,MG,CEDRO DO ABAETE
4204152,SC,CELSO RAMOS
4305116,RS,CENTENARIO
1704105,TO,CENTENARIO
4105102,PR,CENTENARIO DO SUL
2907608,BA,CENTRAL
2103125,MA,CENTRAL DO MARANHAO
3115805,MG,CENTRALINA
2103174,MA,CENTRO NOVO DO MARANHAO
1100056,RO,CEREJEIRAS
5205406,GO,CERES
3511409,SP,CERQUEIRA CESAR
3511508,SP,CERQUILHO
4305124,RS,CERRITO
4105201,PR,CERRO AZUL
4305132,RS,CERRO BRANCO
2402709,RN,CERRO CORA
4305157,RS,CERRO GRANDE
4305207,RS,CERRO LARGO
4204178,SC,CERRO NEGRO
3511607,SP,CESARIO LANGE
4105300,PR,CEU AZUL
5205455,GO,CEZARINA
2604502,PE,CHA GRANDE
2701902,AL,CHA PRETA
3115904,MG,CHACARA
3116001,MG,CHALE
4305306,RS,CHAPADA
1705102,TO,CHAPADA DA NATIVIDADE
1704600,TO,CHAPADA DE AREIA
3116100,MG,CHAPADA DO NORTE
3116159,MG,CHAPADA GAUCHA
5205471,GO,CHAPADAO DO CEU
4204194,SC,CHAPADAO DO LAGEADO
5002951,MS,CHAPADAO DO SUL
2103208,MA,CHAPADINHA
4204202,SC,CHAPECO
4305355,RS,CHARQUEADAS
4305371,RS,CHARRUA
2303907,CE,CHAVAL
3557204,SP,CHAVANTES
1502509,PA,CHAVES
3116209,MG,CHIADOR
4305405,RS,CHIAPETTA
4105409,PR,CHOPINZINHO
2303931,CE,CHORO
2303956,CE,CHOROZINHO
2907707,BA,CHORROCHO
4305439,RS,CHUI
4105508,PR,CIANORTE
2907806,BA,CICERO DANTAS
4105607,PR,CIDADE GAUCHA
5205497,GO,CIDADE OCIDENTAL
2103257,MA,CIDELANDIA
4305454,RS,CIDREIRA
2907905,BA,CIPO
3116308,MG,CIPOTANEA
4305504,RS,CIRIACO
3116407,MG,CLARAVAL
5103056,MT,CLAUDIA
3116605,MG,CLAUDIO
4105706,PR,CLEVELANDIA
2908002,BA,COARACI
1301209,AM,COARI
2202703,PI,COCAL
2202711,PI,COCAL DE TELHA
4204251,SC,COCAL DO SUL
2202729,PI,COCAL DOS ALVES
5205513,GO,COCALZINHO DE GOIAS
2908101,BA,COCOS
1301308,AM,CODAJAS
2103307,MA,CODO
3116704,MG,COIMBRA
2202737,PI,COIVARAS
1502608,PA,COLARES
3201506,ES,COLATINA
5103205,MT,COLIDER
3512001,SP,COLINA
2103505,MA,COLINAS
4305587,RS,COLINAS
1705508,TO,COLINAS DO TOCANTINS
1716703,TO,COLMEIA
5103254,MT,COLNIZA
3512100,SP,COLOMBIA
4105805,PR,COLOMBO
2202752,PI,COLONIA DO GURGUEIA
2202778,PI,COLONIA DO PIAUI
4105904,PR,COLORADO
4305603,RS,COLORADO
2202802,PI,CONCEICAO DO CANINDE
3201704,ES,CONCEICAO DO CASTELO
2908408,BA,CONCEICAO DO COITE
2908507,BA,CONCEICAO DO JACUIPE
2103554,MA,CONCEICAO DO LAGO-ACU
3117504,MG,CONCEICAO DO MATO DENTRO
3117603,MG,CONCEICAO DO PARA
3117702,MG,CONCEICAO DO RIO VERDE
1705607,TO,CONCEICAO DO TOCANTINS
3117801,MG,CONCEICAO DOS OUROS
3512209,SP,CONCHAL
3512308,SP,CONCHAS
4204301,SC,CONCORDIA
2504504,PB,CONDADO
2604601,PE,CONDADO
2908606,BA,CONDE
2504603,PB,CONDE
2908705,BA,CONDEUBA
4305702,RS,CONDOR
3117836,MG,CONEGO MARINHO
3117876,MG,CONFINS
5103353,MT,CONFRESA
2504702,PB,CONGO
3117900,MG,CONGONHAL
3118007,MG,CONGONHAS
3118106,MG,CONGONHAS DO NORTE
4106001,PR,CONGONHINHAS
3118205,MG,CONQUISTA
3118304,MG,CONSELHEIRO LAFAIETE
4106100,PR,CONSELHEIRO MAIRINCK
3118403,MG,CONSELHEIRO PENA
3118502,MG,CONSOLACAO
4305801,RS,CONSTANTINA
3118601,MG,CONTAGEM
4106209,PR,CONTENDA
2908804,BA,CONTENDAS DO SINCORA
3118700,MG,COQUEIRAL
4305835,RS,COQUEIRO BAIXO
2702207,AL,COQUEIRO SECO
4305850,RS,COQUEIROS DO SUL
3118809,MG,CORACAO DE JESUS
4106308,PR,CORBELIA
3301504,RJ,CORDEIRO
3512407,SP,CORDEIROPOLIS
2909000,BA,CORDEIROS
4204350,SC,CORDILHEIRA ALTA
3118908,MG,CORDISBURGO
3119005,MG,CORDISLANDIA
2304004,CE,COREAU
2504801,PB,COREMAS
5003108,MS,CORGUINHO
2909109,BA,CORIBE
3119104,MG,CORINTO
4106407,PR,CORNELIO PROCOPIO
3119203,MG,COROACI
3512506,SP,COROADOS
2103604,MA,COROATA
4305871,RS,CORONEL BARROS
4305900,RS,CORONEL BICACO
4106456,PR,CORONEL DOMINGOS SOARES
2402808,RN,CORONEL EZEQUIEL
3119401,MG,CORONEL FABRICIANO
4204400,SC,CORONEL FREITAS
2402907,RN,CORONEL JOAO PESSOA
2909208,BA,CORONEL JOAO SA
2202851,PI,CORONEL JOSE DIAS
3512605,SP,CORONEL MACEDO
3119500,MG,CORONEL MURTA
3119609,MG,CORONEL PACHECO
4305934,RS,CORONEL PILAR
5003157,MS,CORONEL SAPUCAIA
4106506,PR,CORONEL VIVIDA
3119708,MG,CORONEL XAVIER CHAVES
3119807,MG,CORREGO DANTA
3119906,MG,CORREGO DO BOM JESUS
5205703,GO,CORREGO DO OURO
3119955,MG,CORREGO FUNDO
3120003,MG,CORREGO NOVO
4204558,SC,CORREIA PINTO
2202901,PI,CORRENTE
2604700,PE,CORRENTES
2909307,BA,CORRENTINA
2604809,PE,CORTES
5205802,GO,CORUMBA DE GOIAS
5205901,GO,CORUMBAIBA
3512704,SP,CORUMBATAI
4106555,PR,CORUMBATAI DO SUL
1100072,RO,CORUMBIARA
4204509,SC,CORUPA
2702306,AL,CORURIPE
3512803,SP,COSMOPOLIS
3512902,SP,COSMORAMA
1100080,RO,COSTA MARQUES
5003256,MS,COSTA RICA
2909406,BA,COTEGIPE
4305959,RS,COTIPORA
5103379,MT,COTRIGUACU
1706001,TO,COUTO DE MAGALHAES
3120102,MG,COUTO DE MAGALHAES DE MINAS
4305975,RS,COXILHA
5003306,MS,COXIM
2504850,PB,COXIXOLA
2702355,AL,CRAIBAS
2304103,CE,CRATEUS
2304202,CE,CRATO
2909505,BA,CRAVOLANDIA
3120151,MG,CRISOLITA
2909604,BA,CRISOPOLIS
4306007,RS,CRISSIUMAL
3513207,SP,CRISTAIS PAULISTA
4306056,RS,CRISTAL
4306072,RS,CRISTAL DO SUL
1706100,TO,CRISTALANDIA
3120300,MG,CRISTALIA
5206206,GO,CRISTALINA
3120409,MG,CRISTIANO OTONI
5206305,GO,CRISTIANOPOLIS
3120508,MG,CRISTINA
2801702,SE,CRISTINAPOLIS
2909703,BA,CRISTOPOLIS
5206404,GO,CRIXAS
1706258,TO,CRIXAS DO TOCANTINS
2304236,CE,CROATA
5206503,GO,CROMINIA
3120607,MG,CRUCILANDIA
2304251,CE,CRUZ
4306106,RS,CRUZ ALTA
2909802,BA,CRUZ DAS ALMAS
4106803,PR,CRUZ MACHADO
3513306,SP,CRUZALIA
4306130,RS,CRUZALTENSE
4106571,PR,CRUZEIRO DO IGUACU
4106605,PR,CRUZEIRO DO OESTE
1200203,AC,CRUZEIRO DO SUL
4306205,RS,CRUZEIRO DO SUL
2403004,RN,CRUZETA
3120805,MG,CRUZILIA
4106852,PR,CRUZMALTINA
3513504,SP,CUBATAO
2505006,PB,CUBATI
4106902,PR,CURITIBA
2505105,PB,CUITE
2505238,PB,CUITE DE MAMANGUAPE
2505204,PB,CUITEGI
1100940,RO,CUJUBIM
5206602,GO,CUMARI
2604908,PE,CUMARU
1502764,PA,CUMARU DO NORTE
2801900,SE,CUMBE
3513603,SP,CUNHA
4204756,SC,CUNHATAI
2605004,PE,CUPIRA
2909901,BA,CURACA
2203206,PI,CURIMATA
1502772,PA,CURIONOPOLIS
4204806,SC,CURITIBANOS
4107009,PR,CURIUVA
2203230,PI,CURRAIS
2403103,RN,CURRAIS NOVOS
3120870,MG,CURRAL DE DENTRO
2203271,PI,CURRAL NOVO DO PIAUI
2505303,PB,CURRAL VELHO
1502806,PA,CURRALINHO
1502855,PA,CURUA
1502905,PA,CURUCA
2103703,MA,CURURUPU
5103437,MT,CURVELANDIA
3120904,MG,CURVELO
2605103,PE,CUSTODIA
1600212,AP,CUTIAS
5206701,GO,DAMIANOPOLIS
2505352,PB,DAMIAO
5206800,GO,DAMOLANDIA
1706506,TO,DARCINOPOLIS
3121001,MG,DATAS
5206909,GO,DAVINOPOLIS
2103752,MA,DAVINOPOLIS
3121100,MG,DELFIM MOREIRA
3121209,MG,DELFINOPOLIS
2702405,AL,DELMIRO GOUVEIA
3121258,MG,DELTA
2203305,PI,DEMERVAL LOBAO
5103452,MT,DENISE
5003454,MS,DEODAPOLIS
4306320,RS,DERRUBADAS
3513702,SP,DESCALVADO
4204905,SC,DESCANSO
3121308,MG,DESCOBERTO
2505402,PB,DESTERRO
3121506,MG,DESTERRO DO MELO
4306353,RS,DEZESSEIS DE NOVEMBRO
3513801,SP,DIADEMA
2505600,PB,DIAMANTE
4107108,PR,DIAMANTE DO NORTE
4107124,PR,DIAMANTE DO SUL
4107157,PR,DIAMANTE D'OESTE
3121605,MG,DIAMANTINA
5103502,MT,DIAMANTINO
1707009,TO,DIANOPOLIS
2910057,BA,DIAS D'AVILA
3121704,MG,DIOGO DE VASCONCELOS
3121803,MG,DIONISIO
4205001,SC,DIONISIO CERQUEIRA
5207105,GO,DIORAMA
3513850,SP,DIRCE REIS
2802007,SE,DIVINA PASTORA
3121902,MG,DIVINESIA
3122009,MG,DIVINO
3122108,MG,DIVINO DAS LARANJEIRAS
3513900,SP,DIVINOLANDIA
3122207,MG,DIVINOLANDIA DE MINAS
3122306,MG,DIVINOPOLIS
5208301,GO,DIVINOPOLIS DE GOIAS
1707108,TO,DIVINOPOLIS DO TOCANTINS
3122355,MG,DIVISA ALEGRE
3122405,MG,DIVISA NOVA
3122454,MG,DIVISOPOLIS
3514007,SP,DOBRADA
4306403,RS,DOIS IRMAOS
4306429,RS,DOIS IRMAOS DAS MISSOES
5003488,MS,DOIS IRMAOS DO BURITI
1707207,TO,DOIS IRMAOS DO TOCANTINS
4306452,RS,DOIS LAJEADOS
2702504,AL,DOIS RIACHOS
4107207,PR,DOIS VIZINHOS
3514205,SP,DOLCINOPOLIS
5103601,MT,DOM AQUINO
2910107,BA,DOM BASILIO
3122504,MG,DOM CAVATI
1502939,PA,DOM ELISEU
2203404,PI,DOM EXPEDITO LOPES
2203453,PI,DOM INOCENCIO
3122603,MG,DOM JOAQUIM
2910206,BA,DOM MACEDO COSTA
4306601,RS,DOM PEDRITO
2103802,MA,DOM PEDRO
3122702,MG,DOM SILVERIO
3122801,MG,DOM VICOSO
3201902,ES,DOMINGOS MARTINS
2203420,PI,DOMINGOS MOURAO
4205100,SC,DONA EMMA
3122900,MG,DONA EUSEBIA
2505709,PB,DONA INES
3123007,MG,DORES DE CAMPOS
3123106,MG,DORES DE GUANHAES
3123205,MG,DORES DO INDAIA
3202009,ES,DORES DO RIO PRETO
3123304,MG,DORES DO TURVO
3123403,MG,DORESOPOLIS
2605152,PE,DORMENTES
5003504,MS,DOURADINA
4107256,PR,DOURADINA
3514304,SP,DOURADO
4107306,PR,DOUTOR CAMARGO
4306734,RS,DOUTOR MAURICIO CARDOSO
4205159,SC,DOUTOR PEDRINHO
2403202,RN,DOUTOR SEVERIANO
4128633,PR,DOUTOR ULYSSES
5207253,GO,DOVERLANDIA
3514403,SP,DRACENA
3514502,SP,DUARTINA
3301603,RJ,DUAS BARRAS
2505808,PB,DUAS ESTRADAS
1707306,TO,DUERE
3514601,SP,DUMONT
3123528,MG,DURANDE
3514700,SP,ECHAPORA
3202108,ES,ECOPORANGA
5207352,GO,EDEALINA
5207402,GO,EDEIA
1301407,AM,EIRUNEPE
5003751,MS,ELDORADO
3514809,SP,ELDORADO
4306767,RS,ELDORADO DO SUL
1502954,PA,ELDORADO DOS CARAJAS
2203503,PI,ELESBAO VELOSO
3514908,SP,ELIAS FAUSTO
3514924,SP,ELISIARIO
3123601,MG,ELOI MENDES
2505907,PB,EMAS
3514957,SP,EMBAUBA
3515004,SP,EMBU
3515103,SP,EMBU-GUACU
3515129,SP,EMILIANOPOLIS
4306809,RS,ENCANTADO
2403301,RN,ENCANTO
2910404,BA,ENCRUZILHADA
4306908,RS,ENCRUZILHADA DO SUL
4107405,PR,ENEAS MARQUES
3123700,MG,ENGENHEIRO CALDAS
3515152,SP,ENGENHEIRO COELHO
3301801,RJ,ENGENHEIRO PAULO DE FRONTIN
4306924,RS,ENGENHO VELHO
3123858,MG,ENTRE FOLHAS
2910503,BA,ENTRE RIOS
4205175,SC,ENTRE RIOS
3123908,MG,ENTRE RIOS DE MINAS
4107538,PR,ENTRE RIOS DO OESTE
4306957,RS,ENTRE RIOS DO SUL
4306932,RS,ENTRE-IJUIS
1301506,AM,ENVIRA
1200252,AC,EPITACIOLANDIA
2403400,RN,EQUADOR
4306973,RS,EREBANGO
2304277,CE,ERERE
4205191,SC,ERMO
4307054,RS,ERNESTINA
4307203,RS,ERVAL GRANDE
4307302,RS,ERVAL SECO
4205209,SC,ERVAL VELHO
3124005,MG,ERVALIA
2605202,PE,ESCADA
3124104,MG,ESMERALDAS
3124203,MG,ESPERA FELIZ
4307450,RS,ESPERANCA DO SUL
4107520,PR,ESPERANCA NOVA
2203701,PI,ESPERANTINA
1707405,TO,ESPERANTINA
2104008,MA,ESPERANTINOPOLIS
1100098,RO,ESPIGAO D'OESTE
3124302,MG,ESPINOSA
3205309,ES,VITORIA
3515186,SP,ESPIRITO SANTO DO PINHAL
3515194,SP,ESPIRITO SANTO DO TURVO
2910602,BA,ESPLANADA
4307500,RS,ESPUMOSO
4307559,RS,ESTACAO
2802106,SE,ESTANCIA
4307609,RS,ESTANCIA VELHA
4307708,RS,ESTEIO
3124500,MG,ESTIVA
3557303,SP,ESTIVA GERBI
2104057,MA,ESTREITO
4307807,RS,ESTRELA
3124609,MG,ESTRELA DALVA
3124708,MG,ESTRELA DO INDAIA
3515301,SP,ESTRELA DO NORTE
3515202,SP,ESTRELA D'OESTE
4307815,RS,ESTRELA VELHA
2910701,BA,EUCLIDES DA CUNHA
3515350,SP,EUCLIDES DA CUNHA PAULISTA
4307831,RS,EUGENIO DE CASTRO
3124906,MG,EUGENOPOLIS
2910727,BA,EUNAPOLIS
2304285,CE,EUSEBIO
3125002,MG,EWBANK DA CAMARA
3125101,MG,EXTREMA
2403608,RN,EXTREMOZ
2605301,PE,EXU
2506103,PB,FAGUNDES
4307864,RS,FAGUNDES VARELA
5207535,GO,FAINA
3125200,MG,FAMA
2304301,CE,FARIAS BRITO
1503002,PA,FARO
4107553,PR,FAROL
4307906,RS,FARROUPILHA
3515400,SP,FARTURA
2203750,PI,FARTURA DO PIAUI
2910750,BA,FATIMA
1707553,TO,FATIMA
5003801,MS,FATIMA DO SUL
4107603,PR,FAXINAL
4308052,RS,FAXINALZINHO
5207600,GO,FAZENDA NOVA
4107652,PR,FAZENDA RIO GRANDE
4308078,RS,FAZENDA VILANOVA
1200302,AC,FEIJO
2910776,BA,FEIRA DA MATA
2910800,BA,FEIRA DE SANTANA
2702603,AL,FEIRA GRANDE
2605400,PE,FEIRA NOVA
2802205,SE,FEIRA NOVA
2104073,MA,FEIRA NOVA DO MARANHAO
3125408,MG,FELICIO DOS SANTOS
2403707,RN,FELIPE GUERRA
3125606,MG,FELISBURGO
3125705,MG,FELIXLANDIA
4307401,RS,ESMERALDAS
5103700,MT,FELIZ NATAL
4107702,PR,FENIX
4107736,PR,FERNANDES PINHEIRO
3125804,MG,FERNANDES TOURINHO
2403756,RN,FERNANDO PEDROZA
3515608,SP,FERNANDO PRESTES
3515657,SP,FERNAO
3515707,SP,FERRAZ DE VASCONCELOS
1600238,AP,FERREIRA GOMES
2605509,PE,FERREIROS
3125903,MG,FERROS
3125952,MG,FERVEDOURO
4107751,PR,FIGUEIRA
5003900,MS,FIGUEIRAO
1707652,TO,FIGUEIROPOLIS
5103809,MT,FIGUEIROPOLIS D'OESTE
2910859,BA,FILADELFIA
1707702,TO,FILADELFIA
5207808,GO,FIRMINOPOLIS
2702801,AL,FLEXEIRAS
4205357,SC,FLOR DO SERTAO
3515806,SP,FLORA RICA
4107801,PR,FLORAI
2403806,RN,FLORANIA
3515905,SP,FLOREAL
2605608,PE,FLORES
4308201,RS,FLORES DA CUNHA
5207907,GO,FLORES DE GOIAS
2203800,PI,FLORES DO PIAUI
2605707,PE,FLORESTA
4107900,PR,FLORESTA
2911006,BA,FLORESTA AZUL
3126000,MG,FLORESTAL
4108007,PR,FLORESTOPOLIS
2203909,PI,FLORIANO
4308250,RS,FLORIANO PEIXOTO
4108106,PR,FLORIDA
3516002,SP,FLORIDA PAULISTA
3516101,SP,FLORINIA
1301605,AM,FONTE BOA
4308300,RS,FONTOURA XAVIER
3126109,MG,FORMIGA
4308409,RS,FORMIGUEIRO
5208004,GO,FORMOSA
4108205,PR,FORMOSA DO OESTE
2911105,BA,FORMOSA DO RIO PRETO
5208103,GO,FORMOSO
3126208,MG,FORMOSO
1708205,TO,FORMOSO DO ARAGUAIA
4308433,RS,FORQUETINHA
2304350,CE,FORQUILHA
4205456,SC,FORQUILHINHA
2304400,CE,FORTALEZA
3126307,MG,FORTALEZA DE MINAS
1708254,TO,FORTALEZA DO TABOCAO
2104107,MA,FORTALEZA DOS NOGUEIRAS
4308458,RS,FORTALEZA DOS VALOS
2304459,CE,FORTIM
2104206,MA,FORTUNA
3126406,MG,FORTUNA DE MINAS
4205506,SC,FRAIBURGO
3516200,SP,FRANCA
2204006,PI,FRANCINOPOLIS
4108320,PR,FRANCISCO ALVES
2204105,PI,FRANCISCO AYRES
3126505,MG,FRANCISCO BADARO
4108403,PR,FRANCISCO BELTRAO
2403905,RN,FRANCISCO DANTAS
3126604,MG,FRANCISCO DUMONT
2204154,PI,FRANCISCO MACEDO
3516309,SP,FRANCISCO MORATO
3126703,MG,FRANCISCO SA
2204204,PI,FRANCISCO SANTOS
3126752,MG,FRANCISCOPOLIS
2304509,CE,FRECHEIRINHA
3126802,MG,FREI GASPAR
3126901,MG,FREI INOCENCIO
3126950,MG,FREI LAGONEGRO
2506202,PB,FREI MARTINHO
2605806,PE,FREI MIGUELINHO
2802304,SE,FREI PAULO
4205555,SC,FREI ROGERIO
3127008,MG,FRONTEIRA
3127057,MG,FRONTEIRA DOS VALES
2204303,PI,FRONTEIRAS
3127073,MG,FRUTA DE LEITE
3127107,MG,FRUTAL
3202207,ES,FUNDAO
3127206,MG,FUNILANDIA
2506251,PB,GADO BRAVO
3516606,SP,GALIA
3127305,MG,GALILEIA
2404101,RN,GALINHOS
4205605,SC,GALVAO
2605905,PE,GAMELEIRA
5208152,GO,GAMELEIRA DE GOIAS
3127339,MG,GAMELEIRAS
2911204,BA,GANDU
2606002,PE,GARANHUNS
2802403,SE,GARARU
3516705,SP,GARCA
4308607,RS,GARIBALDI
4308656,RS,GARRUCHOS
4205803,SC,GARUVA
4205902,SC,GASPAR
3516804,SP,GASTAO VIDIGAL
5103858,MT,GAUCHA DO NORTE
4308706,RS,GAURAMA
2911253,BA,GAVIAO
3516853,SP,GAVIAO PEIXOTO
2204352,PI,GEMINIANO
5103908,MT,GENERAL CARNEIRO
4108502,PR,GENERAL CARNEIRO
2802502,SE,GENERAL MAYNARD
3516903,SP,GENERAL SALGADO
2304608,CE,GENERAL SAMPAIO
4308854,RS,GENTIL
3517000,SP,GETULINA
4308904,RS,GETULIO VARGAS
2204402,PI,GILBUES
2702900,AL,GIRAU DO PONCIANO
4309001,RS,GIRUA
3127354,MG,GLAUCILANDIA
3517109,SP,GLICERIO
2911402,BA,GLORIA
2606101,PE,GLORIA DO GOITA
5103957,MT,GLORIA D'OESTE
4309050,RS,GLORINHA
2104305,MA,GODOFREDO VIANA
3127370,MG,GOIABEIRA
5208400,GO,GOIANAPOLIS
5208509,GO,GOIANDIRA
1503093,PA,GOIANESIA DO PARA
5208707,GO,GOIANIA
1708304,TO,GOIANORTE
1709005,TO,GOIATINS
5209101,GO,GOIATUBA
4108601,PR,GOIOERE
2104404,MA,GONCALVES DIAS
2911501,BA,GONGOGI
3127503,MG,GONZAGA
3127602,MG,GOUVEIA
5209150,GO,GOUVELANDIA
2104503,MA,GOVERNADOR ARCHER
4206009,SC,GOVERNADOR CELSO RAMOS
2104552,MA,GOVERNADOR EDISON LOBAO
1101005,RO,GOVERNADOR JORGE TEIXEIRA
3202256,ES,GOVERNADOR LINDENBERG
2104628,MA,GOVERNADOR LUIZ ROCHA
2911600,BA,GOVERNADOR MANGABEIRA
2104651,MA,GOVERNADOR NEWTON BELLO
2104677,MA,GOVERNADOR NUNES FREIRE
3127701,MG,GOVERNADOR VALADARES
2304657,CE,GRACA
2104701,MA,GRACA ARANHA
2802601,SE,GRACHO CARDOSO
2104800,MA,GRAJAU
4309100,RS,GRAMADO
4309126,RS,GRAMADO DOS LOUREIROS
4309159,RS,GRAMADO XAVIER
4108700,PR,GRANDES RIOS
2606309,PE,GRANITO
2304707,CE,GRANJA
2304806,CE,GRANJEIRO
4206108,SC,GRAO PARA
2606408,PE,GRAVATA
4206207,SC,GRAVATAL
2304905,CE,GROAIRAS
2404408,RN,GROSSOS
3127909,MG,GRUPIARA
4309258,RS,GUABIJU
4206306,SC,GUABIRUBA
3202306,ES,GUACUI
2204501,PI,GUADALUPE
4309308,RS,GUAIBA
3517307,SP,GUAIMBE
